AG_APP,TOTAL PARCEL ACRES,TOTAL AGLAND ACRES,Commodity_Acres,Hay_Acres,Perm_Pasture_Acres,Noncommercial_Wood_Acres,Commerical_Wood_Acres,Other_Crop_Acres,Homesite_Acres,Road_Waste_Pond_Acres,CRP_Acres,Con25_Acres,Other_Use_Acres,Stated_Total_Acres,Gross_Income_1,Gross_Income_2,Gross_Income_3,NOTE
48,477.394,477.394,410.284,0,0,34.048,0,0,1,6.66,21.33,4.072,0,477.394,0,0,0,[]
49,97.88,97.88,96,0,0,0,0,0,0,1.88,0,0,0,97.88,0,0,0,[]
50,328.718,328.718,304.918,0,0,18.3,0,0,2,3.5,0,0,0,328.718,0,0,0,[]
52,99.66,99.66,41.87,0,0,6.62,0,0,0,5.2,45.97,0,0,99.66,0,0,0,[]
53,479.475,482.105,401.149,4,0,59.181,0,0,1,14.145,0,0,0,482.1,0,0,0,['CALCULATED DOES NOT EQUAL DEED'] MANUALLY ADJUST
54,40,40,38.747,0,0,0.675,0,0,0,0.578,0,0,0,117.37,0,0,0,[]
55,46.57,46.57,0,33,0,8.575,0,0,1,3.995,0,0,0,46.57,0,0,0,[]
56,240.601,240.601,222.75,4,0,5.7,0,0,3.5,4.65,0,0,0,240.6,0,0,0,[]
57,157.702,157.702,155.42,0,0,0,0,0,0,2.282,0,0,0,0,0,0,0,[]
58,43.625,43.625,29.803,0,0,7.168,0,0,2,4.654,0,0,0,43.625,0,0,0,[]
59,220,220,184.308,0,1,21.332,0,0,1,12.36,0,0,0,0,0,0,0,[]
60,57.202,57.202,53.708,0,0,0,0,0,1,2.494,0,0,0,57.202,0,0,0,[]
61,438.436,438.436,370.877,0,0,41.204,0,0,2,14.979,8.4,0.976,0,438.43,0,0,0,[]
62,14.987,14.987,13.062,0,0,0,0,0,0,1.925,0,0,0,14.987,0,0,0,[]
63,120,120,73.75,0,0,46.25,0,0,0,0,0,0,0,120,0,0,0,[]
64,9.447,9.447,7.5,0,0,0,0,0,0,1.947,0,0,0,9.447,3440,0,0,[]
65,12.006,12.006,9.101,0,0,0,0,0,1,1.905,0,0,0,0,4000,0,0,[]
66,25.207,25.207,25.033,0,0,0,0,0,0,0.174,0,0,0,0,0,0,0,[]
68,273.82,272.458,228.929,0,0,40.283,0,0,0,4.608,0,0,0,272.458,0,0,0,['CALCULATED DOES NOT EQUAL DEED'] MANUALLY ADJUST
69,156.714,156.714,95.857,12,22,22.16,0,0,0,3.171,1.2,0.326,0,156.714,0,0,0,[]
70,356.26,356.26,341.867,6,0,0,1.79,0,1,5.603,0,0,0,356.26,0,0,0,[]
71,6.081,6.081,0,6.081,0,0,0,0,0,0,0,0,0,0,4056,0,0,[]
72,98.884,98.884,87.046,0,0,4.593,0,0,0,3.809,0,3.436,0,98.884,0,0,0,[]
73,159.74,159.74,138.848,0,0,18.223,0,0,0,1.701,0.85,0.118,0,159.74,0,0,0,[]
74,72.041,72.041,71.92,0,0,0,0,0,0,0,0,0,0,71.92,0,0,0,[]
75,57.42,57.42,44.887,0,0,7.664,0,0,1,3.869,0,0,0,0,0,0,0,[]
76,345.121,345.121,288.519,0,0,38.15,0,0,1,17.452,0,0,0,345.121,0,0,0,[]
77,157.45,157.45,119.1,0,0,7.135,0,0,0,5.645,25.199,0.371,0,157.45,0,0,0,[]
78,213.71,213.71,190.533,0,0,7.657,0,0,0,8.45,7.07,0,0,196.67,0,0,0,[]
79,155.053,155.053,140.568,0,0,10.174,0,0,1,3.311,0,0,0,155,0,0,0,[]
80,46.752,46.752,31.391,0,0,10.261,0,0,0,0,5.1,0,0,46.752,0,0,0,[]
81,38.348,38.348,36.548,0,0,1.3,0,0,0,0.5,0,0,0,38.348,0,0,0,[]
82,19.477,19.477,10.365,0,0,7.586,0,0,1,0.526,0,0,0,0,0,0,0,[]
84,40.538,40.538,7.35,0,0,30.539,0,0,0,2.649,0,0,0,0,0,0,0,[]
85,90.069,90.069,90.069,0,0,0,0,0,0,0,0,0,0,90.069,0,0,0,[]
86,176.83,176.782,169.542,0,0,0.43,0,0,0,6.858,0,0,0,176.83,0,0,0,[]
87,145.322,145.322,138.093,0,0,0,0,0,0,3.239,3.99,0,0,145.322,0,0,0,[]
88,39,39,36.765,0,0,0,0,0,1,1.235,0,0,0,0,0,0,0,[]
89,61.01,61.01,61.01,0,0,0,0,0,0,0,0,0,0,61.01,0,0,0,[]
90,75.4,75.4,68.561,0,0,1.156,0,0,0,4.701,0,0.982,0,0,0,0,0,[]
92,50.436,50.068,17.6,0,0,31.218,0,0,1,0.25,0,0,0,0,0,0,0,[]
93,99,99,74.309,0,0,19.23,0,0,1,4.461,0,0,0,0,0,0,0,[]
94,653.393,653.393,562.15,0,31.23,22.852,0,0,1,19.958,13.161,3.042,0,653.393,0,0,0,[]
95,200,200,165.82,0,0,24.969,0,0,1,8.211,0,0,0,200,0,0,0,[]
96,27.695,27.695,26.34,0,0,0,0,0,0,1.355,0,0,0,27.695,0,0,0,[]
97,420.933,420.933,388.265,0,0,5.779,0,0,1,16.288,9.601,0,0,420.933,0,0,0,[]
98,80,80,74.965,0,0,0.015,0,0,1,2.59,1.43,0,0,80,0,0,0,[]
99,78,78,72.077,0,0,0,0,0,1,3.413,1.51,0,0,0,0,0,0,[]
102,8.42,8.42,8.42,0,0,0,0,0,0,0,0,0,0,0,5052,0,0,[]
103,13.418,13.418,2.936,0,0,10.015,0,0,0,0.467,0,0,0,0,0,0,0,[]
105,37.299,37.299,15.3,0,0,20,0,0,1,1,0,0,0,37.3,0,0,0,[]
107,27.927,27.927,0,0,0,0,26.927,0,1,0,0,0,0,27.927,0,0,0,[]
109,119.736,119.736,92.109,0,0,21.834,0,0,1,2.59,0,2.203,0,145.965,0,0,0,[]
110,98.305,98.305,94.8,0,0,0,0,0,1,2.505,0,0,0,98.305,0,0,0,[]
111,114.18,114.18,108.52,0,0,0,0,0,2,3.66,0,0,0,0,0,0,0,[]
112,108.9,108.9,88.47,0,0,14.37,0,0,0,2.28,2.75,1.03,0,108.9,0,0,0,[]
113,96.112,96.112,58.2,0,10.9,15.908,0,0,0,3.653,7.451,0,0,0,0,0,0,[]
114,117.37,117.37,92,0,0,25.37,0,0,0,0,0,0,0,117.37,0,0,0,[]
116,286.87,286.87,205.8,0,0,81.07,0,0,0,0,0,0,0,286.87,0,0,0,[]
117,148.84,148.84,0,144.138,0,0,0,0,0,4.702,0,0,0,148.84,0,0,0,[]
118,317.579,317.579,265.772,8,6,16.225,0,0,0,11.32,8.73,1.532,0,317.5,0,0,0,[]
119,120,120,109.36,0,6,0,0,0,4.64,0,0,0,0,0,0,0,0,[]
120,52.37,52.37,42.955,0,0,7.42,0,0,0,1.995,0,0,0,52.37,0,0,0,[]
121,22.687,22.687,19.869,0,0,0,0,0,1,1.818,0,0,0,22.687,0,0,0,[]
122,116.84,116.84,93.464,0,0,13.457,0,0,1,8.919,0,0,0,116.84,0,0,0,[]
123,78.941,78.941,63.73,0,0,14.96,0,0,0,0.25,0,0,0,0,0,0,0,[]
125,40.34,40.34,39.194,0,0,1.146,0,0,0,0,0,0,0,0,0,0,0,[]
126,40,40,36.77,0,0,0,0,0,0,3.23,0,0,0,40,0,0,0,[]
127,171.153,171.153,165.264,0,0,2.576,0,0,0,1.713,1.6,0,0,171.153,0,0,0,[]
128,150,149.988,107.582,0,0,15.636,0,0,0,8.312,18.342,0.116,0,0,0,0,0,[]
129,73.33,73.33,55.13,0,0,12.976,0,0,1,4.224,0,0,0,73.33,0,0,0,[]
131,34.191,34.191,0,0,0,0,34.162,0,0,0.029,0,0,0,34.191,0,0,0,[]
132,54.058,54.058,0,5.538,40.3,1.07,0,0,1,6.15,0,0,0,54.058,0,0,0,[]
133,574.32,574.32,247.514,268.038,0,34.528,0,0,4,17.62,0.43,2.19,0,574.32,0,0,0,[]
134,80.75,80.75,73.75,0,0,0,0,0,2,5,0,0,0,80.75,0,0,0,[]
135,26.877,26.877,0,26.31,0,0,0,0,0,0.567,0,0,0,26.877,0,0,0,[]
136,118.443,118.443,55.201,0,0,47.621,0,0,0,8.046,4.95,2.625,0,118.443,0,0,0,[]
137,107.79,107.79,86.84,0,0,0,0,0,1,3.84,16.11,0,0,107.79,0,0,0,[]
138,142.392,142.392,95.204,0,2.3,26.686,0,0,2,7.492,8.71,0,0,142.392,0,0,0,[]
139,69.164,69.164,21.839,0,0,0,39.186,0,1,6.139,0,0,1,69.164,0,0,0,[]
140,295.783,295.783,257.288,0,0,28.148,0,0,2,8.347,0,0,0,295.783,0,0,0,[]
141,55.574,55.574,54.355,0,0,0,0,0,0,1.219,0,0,0,55.574,0,0,0,[]
142,27.2,27.2,14.307,0,0,11.872,0,0,1,0.021,0,0,0,27.2,0,0,0,[]
143,62.578,62.578,55.029,0,0,5.7,0,0,0,1.849,0,0,0,62.578,0,0,0,[]
144,5,5,3.698,0,0,0,0,0,1,0.302,0,0,0,0,2315,0,0,['GROSS INCOME DOES NOT MEET $2500']
145,28.5,28.5,26.994,0,0,0.168,0,0,1,0.338,0,0,0,0,0,0,0,[]
146,104.677,104.677,92.128,0,0,8.326,0,0,0,1.237,2.5,0.486,0,104.677,0,0,0,[]
148,317.658,317.658,305,0,0,0,0,0,1,11.658,0,0,0,317.658,0,0,0,[]
149,32.91,32.91,30.7,0,0,0,0,0,0,2.21,0,0,0,32.91,0,0,0,[]
151,4.139,4.139,3.865,0,0,0,0,0,0,0.274,0,0,0,0,0,0,0,['GROSS INCOME DOES NOT MEET $2500']
152,100,100,95.008,0,0,0.733,0,0,1,3.259,0,0,0,0,0,0,0,[]
153,67.341,67.341,40.868,0,0,25.371,0,0,0,1.102,0,0,0,0,0,0,0,[]
154,149.64,149.64,133.23,0,0,12.25,0,0,0,4.16,0,0,0,0,0,0,0,[]
155,103.185,103.185,95,0,0,8,0,0,0,0,0,0,0,103,30400,0,0,[]
156,69.519,69.519,56.373,0,0,9.803,0,0,1,2.343,0,0,0,0,0,0,0,[]
157,15.632,15.632,14.632,0,0,0,0,0,1,0,0,0,0,15.632,0,0,0,[]
158,17.99,17.99,16.923,0,0,0,0,0,0,1.067,0,0,0,17.99,0,0,0,[]
159,60,60,58.446,0,0,0,0,0,0,1.554,0,0,0,0,0,0,0,[]
160,161.47,161.47,142.607,0,10.17,0.201,0,0,1,7.492,0,0,0,161.47,0,0,0,[]
161,140,140,118.056,0,0,19.123,0,0,0,2.821,0,0,0,140,0,0,0,[]
162,164.53,164.53,158.392,0,0,0.609,0,0,1,4.529,0,0,0,0,0,0,0,[]
163,15.834,15.834,0,0,0,0,15.83,0,0,0,0,0,0,0,0,0,0,[]
164,97.88,97.88,73.167,0,0,20.477,0,0,1,3.236,0,0,0,97.88,0,0,0,[]
165,81.759,81.759,50.944,0,0,24.837,0,0,2,3.978,0,0,0,0,0,0,0,[]
166,32.849,32.849,19.87,0,2,0,0,0,0,10.979,0,0,0,32.849,0,0,0,[]
167,152.35,152.35,135.81,0,0,9,0,0,2,5.54,0,0,0,152.35,0,0,0,[]
168,102.75,102.75,96.956,0,0,0.527,0,0,2,3.267,0,0,0,102.75,0,0,0,[]
169,94.917,94.917,92.02,0,0,0,0,0,0,2.897,0,0,0,0,0,0,0,[]
170,60,60,54.921,0,0,0.172,0,0,1,1.661,0.5,1.746,0,60,0,0,0,[]
171,190.027,190.027,134.331,0,0,39.852,0,0,0,6.143,9.701,0,0,190.03,0,0,0,[]
172,61.5,61.5,57.163,0,0,1.663,0,0,1,1.674,0,0,0,61.5,0,0,0,[]
173,71.21,71.21,64.178,0,0,3.424,0,0,1,2.608,0,0,0,71.21,0,0,0,[]
175,168,168,132,0,0,31,0,0,1,4,0,0,0,168,0,0,0,[]
176,58.45,58.45,49.825,0,0,1.501,0,0,1,1.844,4.28,0,0,58.45,0,0,0,[]
179,275.582,275.582,261.229,0,0,7.067,0,0,1,6.486,0,0,0,275.582,0,0,0,[]
180,151.13,151.13,32.661,80,15,17.317,0,0,1,5.152,0,0,0,151.3,0,0,0,[]
181,156.493,156.493,136.46,0,0,15.652,0,0,0,4.381,0,0,0,0,0,0,0,[]
182,6.829,6.829,1.908,0,2.5,0,0,0,1,1.421,0,0,0,0,540,294.15,0,['GROSS INCOME DOES NOT MEET $2500']
183,120,120,97.718,0,8.28,9.995,0,0,1,3.007,0,0,0,120,0,0,0,[]
184,16.371,16.371,15.951,0,0,0,0,0,0,0.42,0,0,0,16.371,0,0,0,[]
185,55.561,55.561,52.367,0,0,0,0,0,1,2.194,0,0,0,59.395,0,0,0,[]
186,12.565,12.565,10.822,0,0,0,0,0,1,0.743,0,0,0,12.565,0,0,0,[]
187,59.511,59.511,59.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
188,40.66,40.66,38.172,0,0,0,0,0,1,1.488,0,0,0,40.66,0,0,0,[]
189,20.835,20.835,12.697,0,0,0,5.984,0,1,1.154,0,0,0,20.8355,0,0,0,[]
190,144.413,144.413,0,40,0,104.413,0,0,0,0,0,0,0,144.413,0,0,0,[]
191,118.934,118.934,118.934,0,0,0,0,0,0,0,0,0,0,118.934,0,0,0,[]
192,100,100,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,[]
193,40.047,40.047,36.73,0,0,0,0,0,0,0.438,0,0,2.879,40.047,0,0,0,[]
194,118.232,118.232,96.479,0,0,15.229,0,0,1,3.424,2.1,0,0,0,0,0,0,[]
195,36.05,36.05,15.142,0,0,18.923,0,0,0,1.985,0,0,0,0,0,0,0,[]
196,77.788,77.788,53.528,0,0,18.542,0,0,1,4.718,0,0,0,77.78,0,0,0,[]
199,93.359,93.359,84.606,0,0,2.329,0,0,0,2.899,3.17,0.355,0,0,0,0,0,[]
200,30.827,30.827,5,0,0,25.218,0,0,0,0.609,0,0,0,30.827,2262,0,0,[]
201,32.425,32.425,0,0,0,0,32.017,0,0,0.408,0,0,0,32.425,0,0,0,[]
202,161.58,161.58,146.67,0,0,13.67,0,0,0,1.24,0,0,0,0,0,0,0,[]
203,250,250,224.308,0,0,13.837,0,0,1,9.045,1.81,0,0,250,0,0,0,[]
204,10.125,10.125,1.45,0,0,7.911,0,0,0,0.764,0,0,0,0,0,0,0,[]
205,80,80,73.525,0,0,2.759,0,0,1,2.716,0,0,0,80,0,0,0,[]
206,79.99,79.99,73.472,0,0,0,0,0,1,5.518,0,0,0,79.99,0,0,0,[]
207,16.357,16.357,0,12.15,0,0,0,0,0,4.207,0,0,0,16.357,0,0,0,[]
209,101.837,101.837,87.863,0,0,7.762,0,0,1,5.212,0,0,0,0,0,0,0,[]
210,28.974,28.974,28.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
211,56.5,56.5,2.319,0,0,0,50.121,0,2,2.06,0,0,0,54,0,0,0,[]
213,138.898,138.898,124.8,0,0,0,0,0,1,13.098,0,0,0,138.898,0,0,0,[]
214,80,80,68.117,0,0,9.976,0,0,1,0.907,0,0,0,80,0,0,0,[]
215,42.43,42.43,33.823,0,0,5.436,0,0,1,2.171,0,0,0,0,0,0,0,[]
216,215.839,215.839,191.382,0,0,10.775,0,0,1,7.982,4.7,0,0,215.83,0,0,0,[]
217,77.493,77.493,77.493,0,0,0,0,0,0,0,0,0,0,77.493,0,0,0,[]
218,58.572,58.572,47.7,0,0,11.202,0,0,0,0,0,0,0,0,0,0,0,[]
219,5,5,4.829,0,0,0,0,0,0,0.171,0,0,0,5,0,0,0,['GROSS INCOME DOES NOT MEET $2500']
220,98.772,98.772,79.809,0,0,15.653,0,0,0,0,3.31,0,0,98.772,0,0,0,[]
222,215.086,215.086,192.846,0,0,7.35,0,0,2,12.89,0,0,0,215.086,0,0,0,[]
223,457.517,457.517,439.5,0,0,9.05,0,0,0,8.967,0,0,0,457.517,0,0,0,[]
224,136,136,116.563,0,0,17.032,0,0,1,1.405,0,0,0,136,0,0,0,[]
225,191.008,191.008,170.855,0,0,13.113,0,0,1,6.04,0,0,0,191,0,0,0,[]
226,79.36,79.36,57.634,0,0,0,14.558,0,1,6.168,0,0,0,79.36,0,0,0,[]
229,95.486,95.486,87.055,0,0,0.68,0,0,1,3.143,3.451,0.157,0,95.486,0,0,0,[]
230,228.861,229.142,91.957,0,0,33.272,0,0,1,18.733,70.067,14.113,0,227.861,0,0,0,[]
231,197.424,197.424,175.513,0,0,2.254,0,0,0,9.297,10.36,0,0,198.619,0,0,0,[]
232,92.954,92.954,80.859,0,0,9.83,0,0,1,1.265,0,0,0,0,0,0,0,[]
233,52.516,52.516,51.28,0,0,0,0,0,0,0.956,0,0.28,0,0,0,0,0,[]
234,629.105,629.105,492.559,19,40,58.456,0,0,2,17.09,0,0,0,0,0,0,0,[]
235,228.644,228.644,168.63,0,0,49.79,0,0,1,9.22,0,0,0,228.64,0,0,0,[]
236,13.06,13.06,0,0,0,9.393,0,0,1,2.667,0,0,0,13.06,0,0,0,[]
237,187.475,187.475,173.047,0,0,3.432,0,0,2,7.326,1.15,0.52,0,187.475,0,0,0,[]
238,95.957,95.957,82.245,0,0,7.5,0,0,0,6.212,0,0,0,95.957,0,0,0,[]
239,111.5,111.5,106.323,0,0,0,0,0,1,4.177,0,0,0,111.5,0,0,0,[]
240,30.996,30.996,0,30,0,0,0,0,0,0.996,0,0,0,30.996,0,0,0,[]
241,8.089,8.089,6.979,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,['GROSS INCOME DOES NOT MEET $2500']
242,46.507,46.507,46.507,0,0,0,0,0,0,0,0,0,0,46.507,0,0,0,[]
243,71.977,71.977,69.751,0,0,0.024,0,0,0,2.202,0,0,0,0,0,0,0,[]
244,41.058,41.058,38.125,0,0,0,0,0,1,1.933,0,0,0,41.058,0,0,0,[]
245,46.169,46.169,37.174,0,0,3.882,0,0,0,3.013,2.1,0,0,46.169,0,0,0,[]
246,194.467,194.467,180,0,0,14.47,0,0,0,0,0,0,0,194.467,0,0,0,[]
247,6.545,6.545,6.176,0,0,0,0,0,0,0.369,0,0,0,0,2357.19,0,0,['GROSS INCOME DOES NOT MEET $2500']
248,1436.561,1436.561,1348.55,0,0,44.283,0,0,3,40.728,0,0,0,1372.39,0,0,0,[]
249,138.968,138.968,129,0,0,7,0,0,2,0.53,0.43,0,0,138.96,0,0,0,[]
250,116.508,116.508,92.535,0,3.266,2.743,0,0,1,4.194,12.77,0,0,116.508,0,0,0,[]
251,75.871,75.871,75.871,0,0,0,0,0,0,0,0,0,0,75.871,0,0,0,[]
252,27.547,27.547,25.586,0,0,0,0,0,1,0.961,0,0,0,27.54,0,0,0,[]
253,304.701,304.701,283.999,0,0,10.491,0,0,1,9.211,0,0,0,304.701,0,0,0,[]
254,17.651,17.651,17.651,0,0,0,0,0,0,0,0,0,0,17.651,0,0,0,[]
255,136.981,136.981,132.202,0,0,0.25,0,0,1,3.529,0,0,0,0,0,0,0,[]
256,30.999,30.999,28.999,0,0,0,0,0,0,2,0,0,0,30.999,0,0,0,[]
257,80.328,80.328,70.781,0,0,6.705,0,0,0,2.842,0,0,0,80.328,0,0,0,[]
259,29.43,29.43,25.54,0,0,3.89,0,0,0,0,0,0,0,29.43,0,0,0,[]
260,8.216,8.216,1.4,0,0,0,6.623,0,0,0.193,0,0,0,8.216,0,0,0,['GROSS INCOME DOES NOT MEET $2500']
261,76.547,76.547,71.6,0,0,0,0,0,0,4.947,0,0,0,76.547,0,0,0,[]
262,61.586,61.586,53.139,0,0,3.17,0,0,0,2.119,2.38,0.778,0,0,0,0,0,[]
264,9.933,9.933,0.99,0,0,0,8.635,0,0,0.308,0,0,0,9.933,0,0,0,['GROSS INCOME DOES NOT MEET $2500']
265,60,60,60,0,0,0,0,0,0,0,0,0,0,60,0,0,0,[]
266,38,38,3.885,0,0,14.363,0,0,0,0.752,19,0,0,38,0,0,0,[]
267,15.169,15.169,14,0,0,0,0,0,1,0.169,0,0,0,0,0,0,0,[]
268,34.169,34.169,30.699,0,0,0,0,0,0,3.47,0,0,0,34.169,0,0,0,[]
269,273.097,273.097,262.881,0,0,8.216,0,0,2,0,0,0,0,273.097,0,0,0,[]
271,11.663,11.663,9.921,0,0,0,0,0,1,0.742,0,0,0,0,0,0,0,[]
272,28.397,28.397,0,0,0,28,0,0,0,0,0,0,0,28,0,0,0,[]
273,200,200,153.52,0,31.3,0,0,0,1,14.18,0,0,0,200,0,0,0,[]
274,80,80,74.67,0,0,0,0,0,1,4.33,0,0,0,80,0,0,0,[]
275,75.53,75.53,56.77,0,0,15.2,0,0,1,2.56,0,0,0,75.53,0,0,0,[]
276,92.52,92.52,54.129,9,0,7.991,0,0,2,3.841,15.559,0,0,92.5,0,0,0,[]
278,28.511,28.511,28.51,0,0,0,0,0,0,0,0,0,0,28.51,0,0,0,[]
279,160,159.989,154.103,0,0,0,0.657,0,1,3.64,0.589,0,0,0,0,0,0,[]
280,118.808,118.808,115.972,0,0,0.036,0,0,0,2.8,0,0,0,118.808,0,0,0,[]
281,93.85,93.85,85.513,0,0,6.28,0,0,1,1.057,0,0,0,0,0,0,0,[]
282,67.329,67.329,64.561,0,0,0,0,0,1,1.768,0,0,0,67.329,0,0,0,[]
283,110.481,110.481,101.03,0,0,6.39,0,0,0,1.811,1.25,0,0,110.481,0,0,0,[]
284,16.333,16.333,13.149,0,0,1.004,0,0,1,1.18,0,0,0,16.33,0,0,0,[]
285,60.752,60.752,47.786,0,0,11.168,0,0,0,1.798,0,0,0,0,0,0,0,[]
286,19.686,19.686,16.436,0,0,0,0,0,1,3.005,0,0,0,20.441,0,0,0,[]
287,110,110,92.01,0,0,0,0,0,2,6.31,9.68,0,0,111,0,0,0,[]
288,39,39,37.914,0,0,0.085,0,0,0,1.001,0,0,0,39,0,0,0,[]
289,87.303,87.303,74,0,0,9,0,0,1.5,2.8,0,0,0,87.303,0,0,0,[]
290,73.698,73.698,73.69,0,0,0,0,0,0,0,0,0,0,73.69,0,0,0,[]
291,336,336,275.013,0,0,0,49.976,0,2,9.011,0,0,0,392.853,0,0,0,[]
292,444.473,444.473,409.405,0,0,16.419,0,0,2,9.929,6.72,0,0,0,0,0,0,[]
294,103.75,103.75,89.924,0,0,9.726,0,0,1,3.1,0,0,0,103.75,0,0,0,[]
295,17.612,17.612,16.612,0,0,0,0,0,0,1,0,0,0,17.612,0,0,0,[]
296,306.864,306.842,245.311,0,0,28.604,0,0,0,16.414,9.3,7.213,0,306.86,0,0,0,[]
297,186.707,186.399,133.669,0,0,17.634,0,0,0,2.356,32.74,0,0,186.707,0,0,0,[]
298,186.874,186.874,170.55,0,0,16.324,0,0,0,0,0,0,0,186.874,0,0,0,[]
299,28.144,28.144,25.622,0,0,0,0,0,1,1.522,0,0,0,28.144,0,0,0,[]
300,30,30,29.3,0,0,0,0,0,0,0.7,0,0,0,30,0,0,0,[]
301,102.611,102.611,74.69,0,0,25.03,0,0,0,2.89,0,0,0,102.61,0,0,0,[]
302,63.41,63.41,47.532,0,0,11.657,0,0,1,3.221,0,0,0,0,0,0,0,[]
304,724.782,724.782,637.831,13.46,14,41.045,0,0,2,14.797,0.92,0.729,0,724.782,0,0,0,[]
305,119.678,119.678,100.164,0,0,14.068,0,0,0,4.069,0,1.377,0,119.678,0,0,0,[]
306,41.383,41.383,20.471,0,0,17.425,0,0,1,2.487,0,0,0,0,0,0,0,[]
