AGAPPL,Commodity_Crop_ACRE,Hay_ACRE,Permanent_Pasture_ACRE,Noncommercial_Woodland_ACRE,Commercial_Timber_ACRE,Other_Crops_ACRE,Homesite_ACRE,Road_Waste_Pond_ACRE,CRP_ACRE,Conservation_Practices_ACRE,Other_Use_ACRE,STATED_TOTAL_ACRES,GROSS_INCOME,GROSS_INCOME_2,GROSS_INCOME_3
123,63.73,0,0,14.96,0,0,0,0.25,0,0,0,0,0,0,0
124,52.34,0,0,0,0,0,0,26.56,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,36.77,0,0,0,0,0,0,3.23,0,0,0,40,0,0,0
127,165.74,0,0,2.18,0,0,0,1.603,1.63,0,0,171.153,0,0,0
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,53.4,0,0,14.12,0,0,0,5.81,0,0,0,73.33,0,0,0
131,0,0,0,0,34.162,0,0,0.029,0,0,0,34.191,0,0,0
132,0,8.5,40.3,0,0,0,5.258,0,0,0,0,54.058,0,0,0
133,221.992,268.038,0,54.2,0,0,5.5,22.83,0.43,1.33,0,574.32,0,0,0
134,73.75,0,0,0,0,0,2,5,0,0,0,80.75,0,0,0
135,0,26.31,0,0,0,0,0,0.567,0,0,0,26.877,0,0,0
136,57.33,0,0,56.163,0,0,0,0,4.95,0,0,118.443,0,0,0
137,87.38,0,0,0,0,0,1.55,2.75,16.11,0,0,107.79,0,0,0
138,94.7,0,2.3,19.73,0,0,3.5,13.452,8.71,0,0,142.392,0,0,0
139,21.839,0,0,0,39.186,0,1,6.139,0,0,1,69.164,0,0,0
140,245.43,0,0,20,0,0,4.14,26.213,0,0,0,295.783,0,0,0
141,54.355,0,0,0,0,0,0,1.219,0,0,0,55.574,0,0,0
142,13.307,0,0,11.872,0,0,2,0.021,0,0,0,27.2,0,0,0
143,55.029,0,0,5.7,0,0,0,1.849,0,0,0,62.578,0,0,0
144,5,0,0,0,0,0,0,0,0,0,0,0,2315,0,0
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,89.52,0,0,9.09,0,0,0,3.567,2.5,0,0,104.677,0,0,0
148,305,0,0,0,0,0,1,11.658,0,0,0,317.658,0,0,0
149,30.7,0,0,0,0,0,0,2.21,0,0,0,32.91,0,0,0
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,133.23,0,0,12.25,0,0,0,4.16,0,0,0,0,0,0,0
155,95,0,0,8,0,0,0,0,0,0,0,103,30400,0,0
156,62.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,14.632,0,0,0,0,0,1,0,0,0,0,15.632,0,0,0
158,16.923,0,0,0,0,0,0,1.067,0,0,0,17.99,0,0,0
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,141.14,0,10.17,0,0,0,7.76,2.4,0,0,0,161.47,0,0,0
161,118.056,0,0,19.123,0,0,0,2.821,0,0,0,140,0,0,0
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0,0,0,0,15.83,0,0,0,0,0,0,0,0,0,0
164,70,0,0,21,0,0,3,3.88,0,0,0,97.88,0,0,0
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,19.87,0,2,0,0,0,0,10.979,0,0,0,32.849,0,0,0
167,135.81,0,0,9,0,0,2,5.54,0,0,0,152.35,0,0,0
168,96.5,0,0,0,0,0,2.17,4.08,0,0,0,102.75,0,0,0
169,92.02,0,0,0,0,0,0,2.897,0,0,0,0,0,0,0
170,52,0,0,0,0,0,1,6.5,0.5,0,0,60,0,0,0
171,132.74,0,0,43.48,0,0,0,4.11,9.7,0,0,190.03,0,0,0
172,56.663,0,0,1.663,0,0,1.5,1.674,0,0,0,61.5,0,0,0
173,60,0,0,3,0,0,3,5.21,0,0,0,71.21,0,0,0
175,132,0,0,31,0,0,1,4,0,0,0,168,0,0,0
176,49.67,0,0,1.5,0,0,1.4,1.6,4.28,0,0,58.45,0,0,0
179,261.229,0,0,7.067,0,0,1,6.486,0,0,0,275.582,0,0,0
180,30,80,15,12,0,0,13,1.3,0,0,0,151.3,0,0,0
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1,0,2.5,0,0,0,1.329,2,0,0,0,0,540,294.15,0
183,103.9,0,8.28,0,0,0,3,4.42,0.4,0,0,120,0,0,0
184,15.951,0,0,0,0,0,0,0.42,0,0,0,16.371,0,0,0
185,59.395,0,0,0,0,0,0,0,0,0,0,59.395,0,0,0
186,10.565,0,0,0,0,0,2,0,0,0,0,12.565,0,0,0
187,59.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,38.66,0,0,0,0,0,2,0,0,0,0,40.66,0,0,0
189,0,0,0,0,15,0,3.8355,2,0,0,0,20.8355,0,0,0
190,0,40,0,104.413,0,0,0,0,0,0,0,144.413,0,0,0
191,118.934,0,0,0,0,0,0,0,0,0,0,118.934,0,0,0
192,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0
193,36.73,0,0,0,0,0,0,0.438,0,0,2.879,40.047,0,0,0
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,55.22,0,0,11.91,0,0,10.608,0,0,0,0,77.78,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,5,0,0,25.218,0,0,0,0.609,0,0,0,30.827,2262,0,0
201,0,0,0,0,32.017,0,0,0.408,0,0,0,32.425,0,0,0
202,146.67,0,0,13.67,0,0,0,1.24,0,0,0,0,0,0,0
203,233,0,0,17,0,0,0,0,0,0,0,250,0,0,0
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,73.73,0,0,3.34,0,0,1.94,0.99,0,0,0,80,0,0,0
206,73.3,0,0,0,0,0,2.5,0,4.19,0,0,79.99,0,0,0
207,0,12.15,0,0,0,0,0,4.207,0,0,0,16.357,0,0,0
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,28.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,54,0,0,0,0,0,0,54,0,0,0
212,5,0,0,5.714,0,0,0,0.5,0,0,0,11.214,0,0,0
213,124.8,0,0,0,0,0,1,13.098,0,0,0,138.898,0,0,0
214,68.7,0,0,9.3,0,0,2,0,0,0,0,80,0,0,0
215,33,0,0,5.43,0,0,3,0,0,1,0,0,0,0,0
216,192.63,0,0,15.03,0,0,0,3.2,0,4.7,0,215.83,0,0,0
217,77.493,0,0,0,0,0,0,0,0,0,0,77.493,0,0,0
218,47.7,0,0,11.202,0,0,0,0,0,0,0,0,0,0,0
219,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0
220,79.809,0,0,15.653,0,0,0,0,3.31,0,0,98.772,0,0,0
222,192.846,0,0,7.35,0,0,2,12.89,0,0,0,215.086,0,0,0
223,439.5,0,0,9.05,0,0,0,8.967,0,0,0,457.517,0,0,0
224,108,0,0,20,0,0,4,4,0,0,0,136,0,0,0
225,175,0,0,12,0,0,4,0,0,0,0,191,0,0,0
226,57.12,0,0,0,16.38,0,3.36,2.5,0,0,0,79.36,0,0,0
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,87,0,0,1.71,0,0,3.306,0,3.47,0,0,95.486,0,0,0
230,82.104,0,0,37.345,0,0,2.521,19.888,70.27,15.733,0,227.861,0,0,0
231,178.55,0,0,0,0,0,0,4.849,14.82,0,0,198.619,0,0,0
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,51.28,0,0,0,0,0,0,0.956,0,0.28,0,0,0,0,0
234,471,19,40,70,0,0,5,10,0,0,0,0,0,0,0
235,168.63,0,0,49.79,0,0,1,9.22,0,0,0,228.64,0,0,0
236,0,0,0,9.393,0,0,1,2.667,0,0,0,13.06,0,0,0
237,173.65,0,0,3.54,0,0,2.68,6.455,1.15,0,0,187.475,0,0,0
238,82.245,0,0,7.5,0,0,0,6.212,0,0,0,95.957,0,0,0
239,104.25,0,0,0,0,0,3.5,3.75,0,0,0,111.5,0,0,0
240,0,30,0,0,0,0,0,0.996,0,0,0,30.996,0,0,0
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,46.507,0,0,0,0,0,0,0,0,0,0,46.507,0,0,0
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,38,0,0,0,0,0,3.058,0,0,0,0,41.058,0,0,0
245,37.174,0,0,3.882,0,0,0,3.013,2.1,0,0,46.169,0,0,0
246,180,0,0,14.47,0,0,0,0,0,0,0,194.467,0,0,0
247,0,0,0,0,0,0,0,0,0,0,0,0,2357.19,0,0
248,1285.153,0,0,42.68,0,0,3,40.257,0,0,0,1372.39,0,0,0
249,129,0,0,7,0,0,2,0.53,0.43,0,0,138.96,0,0,0
250,92.882,0,3.266,2.785,0,0,1,3.711,12.864,0,0,116.508,0,0,0
251,75.871,0,0,0,0,0,0,0,0,0,0,75.871,0,0,0
252,23.5,0,0,0,0,0,2,2.04,0,0,0,27.54,0,0,0
253,283.999,0,0,10.491,0,0,1,9.211,0,0,0,304.701,0,0,0
254,17.651,0,0,0,0,0,0,0,0,0,0,17.651,0,0,0
255,134.981,0,0,0,0,0,0,2,0,0,0,0,0,0,0
256,28.999,0,0,0,0,0,0,2,0,0,0,30.999,0,0,0
257,70.781,0,0,6.705,0,0,0,2.842,0,0,0,80.328,0,0,0
259,25.54,0,0,3.89,0,0,0,0,0,0,0,29.43,0,0,0
260,0,0,0,0,8.216,0,0,0,0,0,0,8.216,0,0,0
261,71.6,0,0,0,0,0,0,4.947,0,0,0,76.547,0,0,0
262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,0,0,0,0,9.933,0,0,0,0,0,0,9.933,0,0,0
265,60,0,0,0,0,0,0,0,0,0,0,60,0,0,0
266,0,0,0,15.6,0,0,0,3.37,19.03,0,0,38,0,0,0
267,14,0,0,0,0,0,1,0.169,0,0,0,0,0,0,0
268,30.699,0,0,0,0,0,0,3.47,0,0,0,34.169,0,0,0
269,262.881,0,0,8.216,0,0,2,0,0,0,0,273.097,0,0,0
271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,0,0,0,28,0,0,0,0,0,0,0,28,0,0,0
273,153.52,0,31.3,0,0,0,1,14.18,0,0,0,200,0,0,0
274,74.67,0,0,0,0,0,1,4.33,0,0,0,80,0,0,0
275,56.77,0,0,15.2,0,0,1,2.56,0,0,0,75.53,0,0,0
276,49,9,0,16,0,0,3,1,14.5,0,0,92.5,0,0,0
277,67.376,0,0,0,0,0,0,0.5,0,0,0,67.876,0,0,0
278,28.51,0,0,0,0,0,0,0,0,0,0,28.51,0,0,0
279,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0
280,115.972,0,0,0.036,0,0,0,2.8,0,0,0,118.808,0,0,0
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,64.829,0,0,0,0,0,1.25,1.25,0,0,0,67.329,0,0,0
283,101.03,0,0,6.39,0,0,0,1.811,1.25,0,0,110.481,0,0,0
284,7.66,0,0,0,0,0,4.6,4.07,0,0,0,16.33,0,0,0
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,16.436,0,0,0,0,0,1,3.005,0,0,0,20.441,0,0,0
287,92.01,0,0,0,0,0,2,6.31,9.68,0,0,111,0,0,0
288,37.914,0,0,0.085,0,0,0,1.001,0,0,0,39,0,0,0
289,74,0,0,9,0,0,1.5,2.8,0,0,0,87.303,0,0,0
290,73.69,0,0,0,0,0,0,0,0,0,0,73.69,0,0,0
291,328.435,0,0,0,53,0,7,4.418,0,0,0,392.853,0,0,0
292,420,0,0,20,0,0,3,0,0,0,0,0,0,0,0
294,80,0,0,23.75,0,0,0,0,0,0,0,103.75,0,0,0
295,16.612,0,0,0,0,0,0,1,0,0,0,17.612,0,0,0
296,248.4,0,0,44.82,0,0,0,0,9.4,4.24,0,306.86,0,0,0
297,123.8,0,0,10,0,0,0,20.137,32.77,0,0,186.707,0,0,0
298,170.55,0,0,16.324,0,0,0,0,0,0,0,186.874,0,0,0
299,28.144,0,0,0,0,0,0,0,0,0,0,28.144,0,0,0
300,29.3,0,0,0,0,0,0,0.7,0,0,0,30,0,0,0
301,74.69,0,0,25.03,0,0,0,2.89,0,0,0,102.61,0,0,0
302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,632.857,13.46,14,35.68,0,0,1,26.325,0.92,0.54,0,724.782,0,0,0
305,103.06,0,0,14.56,0,0,0,2.058,0,0,0,119.678,0,0,0
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,79.075,0,0,12.19,0,0,2.43,0.672,0,1.49,0,95.857,0,0,0
308,71.984,0,0,0,0,0,0,6.345,0,0,0,78.329,0,0,0
309,21.43,0.75,0,0,0,0,1,2.3,4.6,0,0,31.65,0,0,0
310,0,0,0,0,11,0,1,6,0,0,0,0,0,0,0
311,9.98,0,0,0,0,0,0,1.975,0,0,0,11.955,0,0,0
312,230.242,0,0,50.37,0,0,3.61,13.267,4.4,0.6,0,302.489,0,0,0
313,366.187,3.63,0,55.312,0,0,1,36.7,2.9,0,0,465.729,0,0,0
314,876.933,0,0,116.55,0,0,4.9,43.374,6.9,10.82,0,1059.477,0,0,0
315,0,0,0,0,0,37.033,1,1.967,0,0,0,0,0,0,0
316,99.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,22.661,0,0,23.569,0,0,1,8.42,0,0,0,55.65,0,0,0
318,93.35,0,0,0,0,0,0,0,6.65,0,0,0,0,0,0
319,316.703,0,0,8,0,0,2,0,10,0,0,336.703,0,0,0
320,185.16,10,2.5,64.6,0,0,1,9.448,2.67,0,2.66,278.038,0,0,0
321,0,0,0,0,62.586,0,1.5,7.315,0,0,0,71.401,0,0,0
322,0,140,0,10.75,0,0,0,5.37,0.51,0.62,0,157.25,0,0,0
323,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0
324,0,0,0,8.502,0,0,2,0,0,0,0,10.502,0,0,0
325,126.364,0,0,0,0,0,0,0,0,0,0,126.364,0,0,0
326,57,0,0,0,0,0,2,0.629,0,0,0,59.629,0,0,0
327,4,0,0,0,24.726,0,0,0,0,0,0,0,0,0,0
328,156.266,0,0,0,0,0,0,8.034,0,0,0,164.3,0,0,0
329,17.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,9.219,0,0,2.14,0,0,2.77,0,1.14,0,0,15.269,0,0,0
332,0,17,0,50,0,0,0,0.04,0,79.91,0,146.95,0,0,0
333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,41.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,386.913,0,0,31.453,0,0,2.31,4.36,5.96,0,0,430.996,0,0,0
336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,37,0,0,23,0,0,0,0,0,0,0,60,0,0,0
338,10.4,0,0,19.541,0,0,0,0,0,0,0,29.941,0,0,0
339,91.86,0,0,14.39,0,0,0,6.4,0,0,0,112.655,0,0,0
340,0,0,0,0,0,0,0,1,0,0,0,35,0,0,0
341,120,0,0,10,0,0,0,0,0,0,0,0,0,0,0
342,25.92,5,2,0.378,0,0,3,0.842,0,0,0,37.14,0,0,0
343,115,0,0,0,0,0,2,2.21,0,0,0,119.21,0,0,0
344,61.922,0,0,11.769,0,0,1,2.12,0,0,0,76.811,0,0,0
345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,55.091,0,0,0,0,0,0,1,0,0,0,56.091,0,0,0
347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,78,0,0,0,0,0,0,1.127,0,0,0,79.127,0,0,0
349,20,29,7,14,0,0,1.47,0,0,0,0,71.47,0,0,0
351,157.695,0,0,0,0,0,0,0,0,0,0,157.695,0,0,0
352,96.18,0,0,1.12,0,0,1,2.243,0,0,0,100.543,0,0,0
353,97.277,0,0,0,0,0,0,0,0,0,0,97.277,0,0,0
354,32.21,0,0,2.806,0,0,0,0,0,0,0,35.016,0,0,0
355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,260,0,0,16,0,0,3,3,0,0,0,0,0,0,0
357,30.714,0,0,2.197,0,0,0,2.026,0,0,0,34.937,0,0,0
358,70,0,0,5.956,0,0,1,0,0,0,3.129,80.085,0,0,0
359,188,0,0,2.76,0,0,5.49,7.72,3.53,0,0,207.5,0,0,0
360,43,0,0,0,0,0,0,0,0,0,0,0,6780,0,0
361,84,0,0,6,0,0,1,0,0,0,0,0,0,0,0
362,8.913,0,0,0,0,0,0,0,0,0,0,8.913,3788.03,0,0
363,74.771,0,0,17.772,0,0,0,4.669,14.74,0,0,111.952,0,0,0
365,60.07,0,0,18.53,0,0,0,1.4,0,0,0,80,0,0,0
366,127,0,0,26,0,0,0,4.145,0,0,0,157.145,0,0,0
367,0,0,36,0,0,0,2.989,0,16,0,0,0,0,0,0
368,34.3,0,0,3,0,0,2.6,0.1,0,0,0,40,0,0,0
369,80.53,0,0,0,0,0,0,0,0,0,60.66,141.19,0,0,0
370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,76.206,0,0,46.398,0,0,1,6.664,0,0,0,130.268,0,0,0
372,49.17,0,0,12.39,0,0,0,2.086,12.47,0,0,0,0,0,0
373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,115.01,0,0,25.864,0,0,0,3.748,0,0,0,144.622,0,0,0
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,14.643,0,0,12.68,0,0,0,0,0,0,0.909,28.232,0,0,0
379,56.39,0,0,0,0,0,1.39,3.665,0,0,0,61.445,0,0,0
380,164.531,0,0,0.151,0,0,1,5.462,0,0,0,171.184,0,0,0
381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,6.864,0,0,0,0,0,0,0,0,0,0,0,3176.66,0,0
383,60,0,0,16,0,0,4,0,0,0,0,80,0,0,0
384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,68,0,0,8.5,0,0,3.5,0,0,0,0,0,0,0,0
386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,9.15,0,0,0,0,0,0,6.216,0,0,0,0,5558,0,0
388,8.28,0,0,0,0,0,0,0,0,0,0,8.28,3840,0,0
389,0,1.63,0,3.816,0,0,0,2.37,5.635,10.46,0,23.911,0,0,0
390,61.358,0,0,9.83,0,0,1,2.365,0,0,0,74.553,0,0,0
391,61.74,0,0,9.6,0,0,0,1.924,3.38,0,0,76.644,0,0,0
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
