APP_NUM,NEVER_FILED,DEED,STATED,CON25,CRP,HOMESITE,INCOME,CLEANED,
1460,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1461,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1462,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1463,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1464,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
1465,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1466,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
1467,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1468,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1469,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1470,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1471,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1472,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1473,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1474,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
1475,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1476,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1477,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1478,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1479,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1480,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1481,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1482,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1483,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1484,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1485,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1486,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1487,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1488,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1489,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1490,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1491,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1492,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1493,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1494,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1495,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1496,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1497,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1498,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1499,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
1500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1501,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1502,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1503,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,
1504,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,
1505,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,
1506,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
1507,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1508,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1509,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1510,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1511,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1512,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1513,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1514,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
1515,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1516,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,
1517,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1518,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1519,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1520,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
1521,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1522,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1523,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,
1524,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1525,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1526,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1527,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1528,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1529,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1530,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,
1531,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1532,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1533,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,
1534,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1535,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
1536,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
1537,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1538,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1539,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1540,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1541,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1542,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1543,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1544,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1545,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
1546,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1547,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1548,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1550,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1551,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1552,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1553,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1554,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1555,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1556,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1557,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1558,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1559,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1560,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1561,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1562,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1563,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1564,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1565,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1566,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1567,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1568,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1569,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1570,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1571,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
1572,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1573,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1574,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1575,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1576,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1577,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1578,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
1579,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1580,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1581,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,
1582,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1583,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1584,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1585,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1586,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
1587,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1588,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1589,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1590,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1592,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1593,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1594,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1595,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1596,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1597,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1598,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1599,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1600,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1601,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1602,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,
1603,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1604,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,
1605,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
1606,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
1607,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1608,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
1609,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1610,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1611,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1612,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
1613,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1614,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
1615,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1616,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1617,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1618,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,
1619,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1620,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1621,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1622,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1623,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1624,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1625,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
1626,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1627,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
1628,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1629,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1630,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1631,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1632,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1633,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1634,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1635,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1636,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
1637,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1638,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1639,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1640,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1641,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1642,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1643,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1644,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1645,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1646,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1647,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1648,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1649,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
1650,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1651,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1652,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1653,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1654,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1655,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
1656,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1657,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
1658,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1659,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1660,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1661,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1662,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1663,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
1664,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1665,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1666,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1667,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1668,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,
1669,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1670,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1671,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1672,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,
1673,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1674,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1675,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1676,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1677,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1678,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1680,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1681,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1682,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1683,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1684,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
1685,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1686,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1687,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1688,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1689,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1690,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1691,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1692,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1693,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1694,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,
1695,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1696,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1697,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1698,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
1699,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1700,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1702,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1703,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1704,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1705,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,
1706,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
1707,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
1708,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1709,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1710,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1711,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1712,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1714,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1715,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1716,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
1717,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1718,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1719,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1720,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,
1721,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1722,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1723,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1724,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1725,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1726,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1727,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1728,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1729,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1730,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,
1731,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,
1732,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1733,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1734,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1735,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
1736,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,
1737,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1738,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
1739,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1740,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1741,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
1742,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1743,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,
1744,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
1745,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1746,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1747,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1748,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1749,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1750,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1751,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1752,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1753,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1754,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1755,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1756,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
1757,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1758,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1759,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,
1760,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1761,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1762,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1763,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,
1764,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1765,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
1766,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
1767,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,
1768,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1769,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1770,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
1771,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1772,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1773,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1774,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
1775,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1776,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,
1777,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1778,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1779,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1780,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1781,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1782,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1783,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,
1784,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1785,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1786,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,
1787,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,
1788,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1789,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1790,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1791,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1792,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1793,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1794,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
1795,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1796,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,
1797,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1798,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1799,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1800,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
1801,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1802,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1803,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1804,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1805,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
1806,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1807,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
